,persName,rolename
2934,"STEEL, SIR CHRISTOPHER E.",G.C.M.G.
2935,"STEEL, SIR CHRISTOPHER E.",M.V.O.
2936,"STEGGLE, TERENCE H.",C.M.G.
2937,"STEPHEN, SIR ALEXANDER CONDIE",K.C.M.G.
2938,"STEPHEN, SIR ALEXANDER CONDIE",K.C.V.O.
2939,"STEPHEN, SIR ALEXANDER CONDIE",C.B.
2940,"STEPHENS, PETER S.",C.M.G.
2941,"STEPHENSON, SIR HUGH S.",G.B.E.
2942,"STEPHENSON, SIR HUGH S.",K.C.M.G.
2943,"STEPHENSON, SIR HUGH S.",C.I.E.
2944,"STEPHENSON, SIR HUGH S.",C.V.O.
2945,"STEPHENSON, SIR JOHN E.",K.C.M.G.
2946,"STEPHENSON, SIR JOHN E.",C.V.O.
2947,"STEPHENSON, SIR JOHN E.",O.B.E.
2948,"STEPHENSON, STANLEY",C.M.G.
2949,"STERNDALE BENNETT, SIR JOHN C.",K.C.M.G.
2950,"STERNDALE BENNETT, SIR JOHN C.",M.C.
2951,"STEVENS, SIR ROGER B.",K.C.M.G.
2952,"STEVENSON, RALPH C.",C.B.E.
2953,"STEVENSON, SIR RALPH C.S.",G.C.M.G.
2954,"STEW, TIMOTHY D.",M.B.E.
2955,"STEWARD, NIGEL O.W.",O.B.E.
2956,"STEWART, A. CHARLES",C.M.G.
2957,"STEWART, A. CHARLES",O.B.E.
2958,"STEWART, C. COSMO B.",C.M.G.
2959,"STEWART, SIR DUGALD L.L.",K.C.V.O.
2960,"STEWART, SIR DUGALD L.L.",C.M.G.
2961,"STEWART, JOHN A.B.",C.M.G.
2962,"STEWART, JOHN A.B.",O.B.E.
2963,"STEWART, SIR MICHAEL N.F.",K.C.M.G.
2964,"STEWART, SIR MICHAEL N.F.",O.B.E.
2965,"STIMSON, ROBERT F.",C.B.E.
2966,"STIRLING, SIR ALEXANDER J.D.",K.B.E.
2967,"STIRLING, SIR ALEXANDER J.D.",C.M.G.
2968,"STIRLING, SIR CHARLES N.",K.C.M.G.
2969,"STIRLING, SIR CHARLES N.",K.C.V.O.
2970,"STOBART, PATRICK D.",C.B.E.
2971,"STOCKLEY, GERALD E.",C.B.E.
2972,"STODDART, ANNE E.",C.M.G.
2973,"STOKES, ANTONY",L.V.O.
2974,"STONE, RIVERSDALE G.",C.M.G.
2975,"STONE, RIVERSDALE G.",O.B.E.
2976,"STONEHEWER BIRD, SIR HUGH",K.C.M.G.
2977,"STONEHEWER BIRD, SIR HUGH",O.B.E.
2978,"STOREY, WILLIAM N.",O.B.E.
2979,"STRACHAN, ALEXANDER W.B.",O.B.E.
2980,"STRACHAN, Major BENJAMIN L.",C.M.G.
2981,"STRANG, SIR WILLIAM",G.C.B.
2982,"STRANG, SIR WILLIAM",G.C.M.G.
2983,"STRANG, SIR WILLIAM",M.B.E.
2984,"STRANGFORD, Rt. Hon. PERCY, 6th VISCOUNT",G.C.B.
2985,"STRATFORD DE REDCLIFFE, Rt. Hon. 1st VISCOUNT",K.G.
2986,"STRATFORD DE REDCLIFFE, Rt. Hon. 1st VISCOUNT",G.C.B.
2987,"STRATTON, SIR RICHARD J.",K.C.M.G.
2988,"STREAMS, PETER J.",C.M.G.
2989,"STREET, JOHN E.D.",C.M.G.
2990,"STREETON, SIR TERENCE G.",K.B.E.
2991,"STREETON, SIR TERENCE G.",C.M.G.
2992,"STRONG, JOHN C.",C.B.E.
2993,"STRONGE, SIR FRANCIS W.",K.C.M.G.
2994,"STUART, ANDREW C.",C.M.G.
2995,"STUART, Rt. Hon. SIR CHARLES",G.C.B.
2996,"STUART, Hon. SIR WILLIAM",K.C.M.G.
2997,"STUART, Hon. SIR WILLIAM",C.B.
2998,"STUBBS, THOMAS",O.B.E.
2999,"SULLIVAN, BERNARD P.",M.B.E.
3000,"SULLIVAN, MICHAEL F.",M.B.E.
3001,"SULLIVAN, SIR WILLIAM J.",K.B.E.
3002,"SULLIVAN, SIR WILLIAM J.",C.M.G.
3003,"SUMMERHAYES, SIR CHRISTOPHER H.",K.B.E.
3004,"SUMMERHAYES, SIR CHRISTOPHER H.",C.M.G.
3005,"SUMMERHAYES, DAVID M.",C.M.G.
3006,"SUMMERSCALE, SIR JOHN P.",K.B.E.
3007,"SUTHERLAND, SIR IAIN J.M.",K.C.M.G.
3008,"SUTHERLAND, DAME VERONICA E.",D.B.E.
3009,"SUTHERLAND, DAME VERONICA E.",C.M.G.
3010,"SWAN, DERMOT J.",M.V.O.
3011,"SWAN, HAROLD C.",C.M.G.
3012,"SWAN, HAROLD C.",O.B.E.
3013,"SWANN, ROBERT S.",M.B.E.
3014,"SYERS, SIR CECIL G.L.",K.C.M.G.
3015,"SYERS, SIR CECIL G.L.",C.V.O.
3016,"SYKES, EDWIN L.",C.M.G.
3017,"SYKES, SIR RICHARD A.",K.C.M.G.
3018,"SYKES, SIR RICHARD A.",M.C.
3019,"SYKES, ROGER M.S.",O.B.E.
3020,"SYMON, SIR ALEXANDER C.B.",K.C.M.G.
3021,"SYMON, SIR ALEXANDER C.B.",K.C.V.O.
3022,"SYMON, SIR ALEXANDER C.B.",O.B.E.
3023,"SYNNOTT, SIR HILARY N.H.",K.C.M.G.
3024,"TAHOURDIN, JOHN G.",C.M.G.
3025,"TAIT, HUGH N.",C.M.G.
3026,"TAIT, MICHAEL L.",C.M.G.
3027,"TAIT, MICHAEL L.",L.V.O.
3028,"TALBOT DE MALAHIDE, MILO J.R., 7th LORD",C.M.G.
3029,"TALLBOYS, RICHARD G.",C.M.G.
3030,"TALLBOYS, RICHARD G.",O.B.E.
3031,"TANDY, SIR ARTHUR H.",K.B.E.
3032,"TATHAM, DAVID E.",C.M.G.
3033,"TAUWHARE, RICHARD D.",M.V.O.
3034,"TAYLOR, DUNCAN J.R.",C.B.E.
3035,"TAYLOR, SIR JOHN (JOCK) L.",K.C.M.G.
3036,"TAYLOR, SIR JOHN W.",K.B.E.
3037,"TAYLOR, SIR JOHN W.",C.M.G.
3038,"TEBBIT, SIR DONALD C.",G.C.M.G.
3039,"TEBBIT, SIR KEVIN R.",K.C.B.
3040,"TEBBIT, SIR KEVIN R.",C.M.G.
3041,"TEMPLE, Hon. SIR WILLIAM",K.C.B.
3042,"TENNANT, SIR PETER F.D.",C.M.G.
3043,"TENNANT, SIR PETER F.D.",O.B.E.
3044,"TENTERDEN, CHARLES, 3rd LORD",K.C.B.
3045,"TESH, ROBERT M.",C.M.G.
3046,"THELWALL, JOHN F.W.",M.C.
3047,"THESIGER, Hon. WILFRED G.",D.S.O.
3048,"THOMAS, A. RICHARD",C.M.G.
3049,"THOMAS, DAVID C.",C.M.G.
3050,"THOMAS, D. ROGER",C.M.G.
3051,"THOMAS, SIR DEREK M.D.",K.C.M.G.
3052,"THOMAS, JEFFREY",M.B.E.
3053,"THOMAS, SIR JEREMY C.",K.C.M.G.
3054,"THOMAS, SIR PHILIP L.",K.C.V.O.
3055,"THOMAS, SIR PHILIP L.",C.M.G.
3056,"THOMAS, RICHARD",C.M.G.
3057,"THOMAS, ROSEMARY",O.B.E.
3058,"THOMPSON, SIR GEOFFREY H.",G.B.E.
3059,"THOMPSON, SIR GEOFFREY H.",K.C.M.G.
3060,"THOMPSON, JAN",O.B.E.
3061,"THOMPSON, JOHN",M.B.E.
3062,"THOMSON, SIR ADAM M.",K.C.M.G.
3063,"THOMSON, JAMES",C.M.G.
3064,"THOMSON, JAMES",O.B.E.
3065,"THOMSON, JAMES",M.M.
3066,"THOMSON, SIR JOHN A.",G.C.M.G.
3067,"THOMSON, PETER A.B.",C.V.O.
3068,"THOMSON, SIR RONALD F.",G.C.M.G.
3069,"THOMSON, SIR WILLIAM T.",K.C.M.G.
3070,"THOMSON, SIR WILLIAM T.",C.B.
3071,"THORNE, BENJAMIN",C.M.G.
3072,"THORNE, BENJAMIN",M.B.E.
3073,"THORNE, NICHOLAS A.",C.M.G.
3074,"THORNTON, C. GRACE",C.B.E.
3075,"THORNTON, C. GRACE",M.V.O.
3076,"THORNTON, Rt. Hon. SIR EDWARD",G.C.B.
3077,"THORNTON, Rt. Hon. SIR EDWARD",G.C.B.
3078,"THORP, JEREMY W.",C.M.G.
3079,"THORPE, ADRIAN C.",C.M.G.
3080,"THORPE, NIGEL J.",C.V.O.
3081,"THURSTAN, EDWARD W.P.",C.M.G.
3082,"TICKELL, SIR CRISPIN C.C.",G.C.M.G.
3083,"TICKELL, SIR CRISPIN C.C.",K.C.V.O.
3084,"TILLEY, Rt. Hon. Sir JOHN A.C.",G.C.M.G.
3085,"TILLEY, Rt. Hon. Sir JOHN A.C.",G.C.V.O.
3086,"TILLEY, Rt. Hon. Sir JOHN A.C.",C.B.
3087,"TITCHENER, ALAN R.",C.B.
3088,"TITCHENER, J. LANHAM B.",C.M.G.
3089,"TITCHENER, J. LANHAM B.",O.B.E.
3090,"TOLLINTON, RICHARD B. BOYD",C.B.E.
3091,"TOM, HENRY",C.M.G.
3092,"TOM, HENRY",M.B.E.
3093,"TOMKINS, SIR EDWARD E.",G.C.M.G.
3094,"TOMKINS, SIR EDWARD E.",C.V.O.
3095,"TOMKYS, SIR W. ROGER",K.C.M.G.
3096,"TOMLINSON, SIR F. STANLEY",K.C.M.G.
3097,"TONKIN, DEREK",C.M.G.
3098,"TORRY, SIR PETER J.",G.C.V.O.
3099,"TORRY, SIR PETER J.",K.C.M.G.
3100,"TORY, SIR GEOFROY W.",K.C.M.G.
3101,"TOTTENHAM SMITH, RALPH H.",C.B.E.
3102,"TOWER, SIR REGINALD T.",K.C.M.G.
3103,"TOWER, SIR REGINALD T.",C.V.O.
3104,"TOWNLEY, SIR WALTER B.",K.C.M.G.
3105,"TREADELL, VICTORIA M.",C.M.G.
3106,"TREADELL, VICTORIA M.",M.V.O.
3107,"TREADWELL, C. JAMES",C.M.G.
3108,"TREADWELL, C. JAMES",C.V.O.
3109,"TRENCH, SIR NIGEL C.C.",K.C.M.G.
3110,"TREVELYAN, SIR HUMPHREY",K.G.
3111,"TREVELYAN, SIR HUMPHREY",G.C.M.G.
3112,"TREVELYAN, SIR HUMPHREY",C.I.E.
3113,"TREVELYAN, SIR HUMPHREY",O.B.E.
3114,"TREW, FRANCIS S.E.",C.M.G.
3115,"TRIPP, J. PETER",C.M.G.
3116,"TROTT, ALAN C.",C.M.G.
3117,"TROTT, ALAN C.",O.B.E.
3118,"TROTTER, Lieutenant-Colonel SIR HENRY",K.C.M.G.
3119,"TROTTER, Lieutenant-Colonel SIR HENRY",C.B.
3120,"TROUT, T. JOHN",M.B.E.
3121,"TROUTBECK, SIR JOHN M.",G.B.E.
3122,"TROUTBECK, SIR JOHN M.",K.C.M.G.
3123,"TUCKER, HERBERT H.",O.B.E.
3124,"TUCKNOTT, JOHN A.",M.B.E.
3125,"TUFTON, Hon. CHARLES H.",C.M.G.
3126,"TULL, THOMAS S.",C.B.E.
3127,"TULL, THOMAS S.",D.S.O.
3128,"TURNER, CHRISTIAN P.H.",C.M.G.
3129,"TURNER, RICHARD M.A.E.",O.B.E.
3130,"TURNER, R. LEIGH",C.M.G.
3131,"TURNER, WILFRED",C.M.G.
3132,"TURPIN, JAMES A.",C.M.G.
3133,"TUSON, ALAN A.L.",O.B.E.
3134,"TWIST, HENRY A.",C.M.G.
3135,"TWIST, HENRY A.",O.B.E.
3136,"TYRRELL, Rt. Hon. SIR WILLIAM G.",G.C.M.G.
3137,"TYRRELL, Rt. Hon. SIR WILLIAM G.",K.C.B.
3138,"TYRRELL, Rt. Hon. SIR WILLIAM G.",K.C.V.O.
3139,"UFFEN, KENNETH J.",C.M.G.
3140,"UNWIN, SIR KEITH",K.B.E.
3141,"UNWIN, SIR KEITH",C.M.G.
3142,"UNWIN, PETER W.",C.M.G.
3143,"URE, SIR JOHN B.",K.C.M.G.
3144,"URE, SIR JOHN B.",L.V.O.
3145,"URQUHART, SIR ROBERT W.",K.B.E.
3146,"URQUHART, SIR ROBERT W.",C.M.G.
3147,"URWICK, SIR ALAN B.",K.C.V.O.
3148,"URWICK, SIR ALAN B.",C.M.G.
3149,"VALLAT, SIR FRANCIS A.",G.B.E.
3150,"VALLAT, SIR FRANCIS A.",K.C.M.G.
3151,"VALLAT, SIR FRANCIS A.",Q.C.
3152,"VANSITTART, Rt. Hon. SIR ROBERT G.",G.C.B.
3153,"VANSITTART, Rt. Hon. SIR ROBERT G.",G.C.M.G.
3154,"VANSITTART, Rt. Hon. SIR ROBERT G.",M.V.O.
3155,"VARCOE, JEREMY R.L.G.",C.M.G.
3156,"VAUGHAN, SIR G. EDGAR",K.B.E.
3157,"VAUGHAN, SIR J.C. TUDOR St.A.",K.C.M.G.
3158,"VAUGHAN, SIR J.C. TUDOR St.A.",M.V.O.
3159,"VAUGHAN-RUSSELL, JOHN F.R.",C.B.E.
3160,"VEITCH, ALLAN",C.B.E.
3161,"VEREKER, SIR G. GORDON M.",K.C.M.G.
3162,"VEREKER, SIR G. GORDON M.",M.C.
3163,"VICARS, EDWARD R.E.",C.B.E.
3164,"VTLLIERS, Rt. Hon. SIR FRANCIS HYDE",G.C.M.G.
3165,"VTLLIERS, Rt. Hon. SIR FRANCIS HYDE",G.C.V.O.
3166,"VTLLIERS, Rt. Hon. SIR FRANCIS HYDE",C.B.
3167,"VTLLIERS, GERALD HYDE",C.M.G.
3168,"VINCENT, IVOR F.S.",C.M.G.
3169,"VINCENT, IVOR F.S.",M.B.E.
3170,"VINES, ERIC V.",C.M.G.
3171,"VINES, ERIC V.",O.B.E.
3172,"VINING, ROWENA A.",O.B.E.
3173,"VIVIAN, Rt. Hon. Sir HUSSEY C.",G.C.M.G.
3174,"VIVIAN, Rt. Hon. Sir HUSSEY C.",C.B.
3175,"WADE, SIR THOMAS F.",G.C.M.G.
3176,"WADE, SIR THOMAS F.",K.C.B.
3177,"WADE-GERY, SIR ROBERT L.",K.C.M.G.
3178,"WADE-GERY, SIR ROBERT L.",K.C.V.O.
3179,"WADVANI, SANJAY M.",O.B.E.
3180,"WAGSTAFF, WILLIAM G.",C.M.G.
3181,"WAKEFIELD, SIR EDWARD B., Bt.",C.I.E.
3182,"WAKEFIELD, SIR PETER G.A.",K.B.E.
3183,"WAKEFIELD, SIR PETER G.A.",C.M.G.
3184,"WAKEFIELD-HARREY, CYRIL O.",C.M.G.
3185,"WAKELY, LEONARD J.D.",C.M.G.
3186,"WAKELY, LEONARD J.D.",O.B.E.
3187,"WALDEN, GEORGE G.H.",C.M.G.
3188,"WALKER, SIR C. MICHAEL",G.C.M.G.
3189,"WALKER, DAVID C.",C.M.G.
3190,"WALKER, DAVID C.",C.V.O.
3191,"WALKER, SIR HAROLD B.",K.C.M.G.
3192,"WALKER, SIR JOHN",K.C.M.G.
3193,"WALKER, SIR JOHN",O.B.E.
3194,"WALKER, JULIAN F.",C.M.G.
3195,"WALKER, JULIAN F.",M.B.E.
3196,"WALKER, LAWRENCE E.",L.V.O.
3197,"WALKER, LAWRENCE E.",O.B.E.
3198,"WALKER, MALCOLM T.",C.B.E.
3199,"WALL, SIR J. STEPHEN",G.C.M.G.
3200,"WALL, SIR J. STEPHEN",L.V.O.
3201,"WALL, JOHN W.",C.M.G.
3202,"WALLACE, CHARLES W.",C.M.G.
3203,"WALLACE, CHARLES W.",C.V.O.
3204,"WALLACE, WALTER I.J.",C.M.G.
3205,"WALLACE, WALTER I.J.",O.B.E.
3206,"WALLINGER, SIR GEOFFREY A.",G.B.E.
3207,"WALLINGER, SIR GEOFFREY A.",K.C.M.G.
3208,"WALLIS, SIR PETER G.",K.C.V.O.
3209,"WALLIS, SIR PETER G.",C.M.G.
3210,"WALMSLEY, ARNOLD R.",C.M.G.
3211,"WALPOLE, Hon. ALICE L. ",O.B.E.
3212,"WALSH, HENRY F.C.",O.B.E.
3213,"WALSH, JAMES M.",C.M.G.
3214,"WALSH, JAMES M.",O.B.E.
3215,"WALSH ATKINS, LEONARD B.",C.M.G.
3216,"WALSH ATKINS, LEONARD B.",C.V.O.
3217,"WALSHAM, SIR JOHN, Bt.",K.C.M.G.
3218,"WARBURTON, DAME ANNE M.",D.C.V.O.
3219,"WARBURTON, DAME ANNE M.",C.M.G.
3220,"WARD, HARRY",C.B.E.
3221,"WARD, SIR JOHN G.",G.C.M.G.
3222,"WARD, KATHERINE G.L.M.",M.V.O.
3223,"WARD, SIR WILLIAM",K.C.M.G.
3224,"WARD, SIR WILLIAM",C.V.O.
3225,"WARDLE-SMITH, JOHN H.",C.M.G.
3226,"WARDROP, JAMES C.",C.B.E.
3227,"WARNER, SIR CHRISTOPHER F.A.",G.C.M.G.
3228,"WARNER, SIR EDWARD R.",K.C.M.G.
3229,"WARNER, SIR EDWARD R.",O.B.E.
3230,"WARNER, SIR FREDERICK A. (FRED)",G.C.V.O.
3231,"WARNER, SIR FREDERICK A. (FRED)",K.C.M.G.
3232,"WARNER, SIR GEORGE R.",K.C.V.O.
3233,"WARNER, SIR GEORGE R.",C.M.G.
3234,"WARR, GEORGE M",C.B.E.
3235,"WARR, MARTYN J.",O.B.E.
3236,"WARREN, SIR DAVID A.",K.C.M.G.
3237,"WARREN, SIR PELHAM L.",K.C.M.G.
3238,"WATERLOW, SIR SYDNEY P.P.",K.C.M.G.
3239,"WATERLOW, SIR SYDNEY P.P.",C.B.E.
3240,"WATERS, FRANK G.",O.B.E.
3241,"WATKINS, BRIAN",C.M.G.
3242,"WATKINSON, ARNOLD E.",C.B.E.
3243,"WATSON, ARTHUR C.",C.M.G.
3244,"WATSON, FREDERICK",C.M.G.
3245,"WATSON, FREDERICK",O.B.E.
3246,"WATSON, J.H. ADAM",C.M.G.
3247,"WATSON, SIR N. DUNCAN",K.C.M.G.
3248,"WATT, IAN B.",C.M.G.
3249,"WATT, JAMES W.",C.V.O.
3250,"WATTS, SIR ARTHUR D.",K.C.M.G.
3251,"WATTS, SIR ARTHUR D.",Q.C.
3252,"WATTS, RONALD G. H.",C.B.E.
3253,"WATTS, W. JOHN",C.B.E.
3254,"WAUGH, SIR ALEXANDER T.",K.C.M.G.
3255,"WEBBER, FERNLEY D.",C.M.G.
3256,"WEBBER, FERNLEY D.",M.C.
3257,"WEBBER, FERNLEY D.",T.D.
3258,"WEIR, SIR MICHAEL S.",K.C.M.G.
3259,"WELBY, SIR GEORGE E.",C.M.G.
3260,"WELLESLEY, Rt. Hon. RICHARD, 1st MARQUESS",K.G.
3261,"WELLESLEY, Rt. Hon. SIR HENRY",G.C.B.
3262,"WELLESLEY, Rt. Hon. SIR HENRY R.C.",K.G.
3263,"WELLESLEY, SIR VICTOR A.A.H.",K.C.M.G.
3264,"WELLESLEY, SIR VICTOR A.A.H.",C.B.
3265,"WELLINGTON, Field-Marshal Rt. Hon., ARTHUR, 1st DUKE OF",K.G.
3266,"WELLINGTON, Field-Marshal Rt. Hon., ARTHUR, 1st DUKE OF",G.C.B.
3267,"WENBAN-SMITH, W. NIGEL",C.M.G.
3268,"WERE, CECIL A.W.",C.M.G.
3269,"WEST, DAVID T.",C.B.E.
3270,"WEST, PETER B.",C.M.G.
3271,"WESTBROOK, ROGER",C.M.G.
3272,"WESTCOTT, NICHOLAS J.",C.M.G.
3273,"WESTLAKE, P.A. GRANT",C.M.G.
3274,"WESTLAKE, P.A. GRANT",M.C.
3275,"WESTMACOTT, SIR PETER J.",G.C.M.G.
3276,"WESTMACOTT, SIR PETER J.",L.V.O.
3277,"WESTMORLAND, Rt. Hon. the 11th EARL OF",G.C.B.
3278,"WESTON, SIR MICHAEL C.S.",K.C.M.G.
3279,"WESTON, SIR MICHAEL C.S.",C.V.O.
3280,"WESTON, SIR P. JOHN",K.C.M.G.
3281,"WETHERELL, GORDON G.",C.M.G.
3282,"WETTON, PHILIP H.D.",C.M.G.
3283,"WEYMES, JOHN B.",O.B.E.
3284,"WHEELER, FRANK B.",C.M.G.
3285,"WHISKARD, SIR GEOFFREY G.",K.C.B.
3286,"WHISKARD, SIR GEOFFREY G.",K.C.M.G.
3287,"WHITAMORE, C. ERIC",O.B.E.
3288,"WHITE, ALAN",C.M.G.
3289,"WHITE, HAROLD C.",M.B.E.
3290,"WHITE, SIR HERBERT E.",K.C.M.G.
3291,"WHITE, KENNETH J.M.",C.B.E.
3292,"WHITE, OSWALD",C.M.G.
3293,"WHITE, RICHARD M.",M.B.E.
3294,"WHITE, Rt. Hon. SIR WILLIAM A.",G.C.B.
3295,"WHITE, Rt. Hon. SIR WILLIAM A.",G.C.M.G.
3296,"WHITE, WILLIAM K.K.",C.M.G.
3297,"WHITEHEAD, GEORGE S.",C.M.G.
3298,"WHITEHEAD, GEORGE S.",L.V.O.
3299,"WHITEHEAD, SIR J. BEETHOM",K.C.M.G.
3300,"WHITEHEAD, SIR JOHN S.",G.C.M.G.
3301,"WHITEHEAD, SIR JOHN S.",C.V.O.
3302,"WHITESIDE, BERNARD G.",M.B.E.
3303,"WHITNEY, SIR RAYMOND W.",O.B.E.
3304,"WHITTERIDGE, SIR GORDON C.",K.C.M.G.
3305,"WHITTERIDGE, SIR GORDON C.",O.B.E.
3306,"WHITTING, IAN R.",O.B.E.
3307,"WHITTINGTON, JOSEPH B.",O.B.E.
3308,"WHITTINGTON, SIR RICHARD",K.C.M.G.
3309,"WHITTINGTON, SIR RICHARD",C.B.E.
3310,"WHITWELL, STEPHEN J.",C.M.G.
3311,"WHITWORTH, Rt. Hon. CHARLES, 1st LORD",G.C.B.
3312,"WHOMERSLEY, CHRISTOPHER A.",C.M.G.
3313,"WHYTE, SIR W.E. HAMILTON",K.C.M.G.
3314,"WICKSTEAD, MYLES A.",C.B.E.
3315,"WIGAN, D.P. NEIL",O.B.E.
3316,"WIGGIN, SIR CHARLES D.",K.C.M.G.
3317,"WIGGIN, SIR CHARLES D.",D.F.C.
3318,"WIGHTMAN, A.N. SCOTT",C.M.G.
3319,"WIGRAM, RALPH F.",C.M.G.
3320,"WIKELEY, THOMAS",C.M.G.
3321,"WILBERFORCE, WILLIAM J.A.",C.M.G.
3322,"WILBY, JOHN R.W.",O.B.E.
3323,"WILCOX, BERNARD H.",O.B.E.
3324,"WILDASH, RICHARD J.",L.V.O.
3325,"WILFORD, SIR K. MICHAEL",G.C.M.G.
3326,"WILKINSON, SIR PETER A.",K.C.M.G.
3327,"WILKINSON, SIR PETER A.",D.S.O.
3328,"WILKINSON, SIR PETER A.",O.B.E.
3329,"WILKINSON, RICHARD D.",C.V.O.
3330,"WILKINSON-GUILLEMAND, W. HUGH J.",C.S.I.
3331,"WILKINSON-GUILLEMAND, W. HUGH J.",C.I.E.
3332,"WILKS, JONATHAN P.",C.M.G.
3333,"WILLAN, EDWARD G.",C.M.G.
3334,"WILLERT, SIR ARTHUR",K.B.E.
3335,"WILLIAMS, SIR ALAN M.",K.C.M.G.
3336,"WILLIAMS, SIR ANTHONY J.",K.C.M.G.
3337,"WILLIAMS, SIR JOHN R.",K.C.M.G.
3338,"WILLIAMS, MARTIN J.",C.V.O.
3339,"WILLIAMS, MARTIN J.",O.B.E.
3340,"WILLIAMS, SIR MICHAEL S.",K.C.M.G.
3341,"WILLIAMS, NIGEL C.R.",C.M.G.
3342,"WILLIAMS, PETER K.",C.M.G.
3343,"WILLIAMS-WYNN, Rt. Hon. SIR HENRY W.",K.C.B.
3344,"WILLSON, JOHN M.",C.M.G.
3345,"WILMSHURST, ELIZABETH S.",C.M.G.
3346,"WILSON, SIR A. DUNCAN",G.C.M.G.
3347,"WILSON, CAROLINE M.C.",C.M.G.
3348,"WILSON, COLIN",C.B.E.
3349,"WILSON, SIR DAVID C.",G.C.M.G.
3350,"WILSON, FRASER A.",M.B.E.
3351,"WILSON, HUBERT W.",C.B.E.
3352,"WILSON, Hon. PETER M.A.",C.M.G.
3353,"WILSON, R. DARRELL",C.B.E.
3354,"WILSON, ROBERT T.O.",O.B.E.
3355,"WILSON, ROGER",C.B.E.
3356,"WILSON, WILLIAM D.",O.B.E.
3357,"WILTON, SIR A. JOHN",K.C.M.G.
3358,"WILTON, SIR A. JOHN",K.C.V.O.
3359,"WILTON, SIR A. JOHN",M.C.
3360,"WILTON, CHRISTOPHER E.J.",C.M.G.
3361,"WILTON, SIR ERNEST C.C.",K.C.M.G.
3362,"WILTSHIRE, EDWARD P.",C.B.E.
3363,"WINCHESTER, IAN S.",C.M.G.
3364,"WINGFIELD, SIR CHARLES J.F.R.",K.C.M.G.
3365,"WISEMAN, ROBERT A.",C.M.G.
3366,"WODEHOUSE, Hon. Armine",C.B.
3367,"WODEHOUSE, Rt. Hon. JOHN, 2nd LORD WODEHOUSE",K.G.
3368,"WOGAN, PATRICK F.M.",C.M.G.
3369,"WOOD, SIR ANDREW M.",G.C.M.G.
3370,"WOOD, SIR J. SEBASTIAN L.",K.C.M.G.
3371,"WOOD, SIR MICHAEL C.",K.C.M.G.
3372,"WOOD, TERENCE C.",C.M.G.
3373,"WOODFIELD, COLIN K.",O.B.E.
3374,"WOODHOUSE, ARTHUR W.W.",C.B.E.
3375,"WOODS, Colonel HAROLD E.M.",C.B.E.
3376,"WOODWARD, DAME BARBARA J.",D.C.M.G.
3377,"WOODWARD, DAME BARBARA J.",O.B.E.
3378,"WOOLLER, ARTHUR",C.B.E.
3379,"WORDSWORTH, STEPHEN J.",C.M.G.
3380,"WORDSWORTH, STEPHEN J.",L.V.O.
3381,"WORSNOP, EDRIC R.",O.B.E.
3382,"WORTHINGTON, IAN A.",O.B.E.
3383,"WRAIGHT, SIR JOHN R.",K.B.E.
3384,"WRAIGHT, SIR JOHN R.",C.M.G.
3385,"WRATISLAW, ALBERT C.",C.B.
3386,"WRATISLAW, ALBERT C.",C.M.G.
3387,"WRIGHT, DAVID A.",O.B.E.
3388,"WRIGHT, SIR DAVID J.",G.C.M.G.
3389,"WRIGHT, SIR DAVID J.",L.V.O.
3390,"WRIGHT, SIR DENIS A.H.",G.C.M.G.
3391,"WRIGHT, JOE B.",C.M.G.
3392,"WRIGHT, J.H. (HARRY)",C.B.E.
3393,"WRIGHT, SIR J. OLIVER",G.C.M.G.
3394,"WRIGHT, SIR J. OLIVER",G.C.V.O.
3395,"WRIGHT, SIR J. OLIVER",D.S.C.
3396,"WRIGHT, SIR MICHAEL R.",G.C.M.G.
3397,"WRIGHT, SIR PATRICK R.H.",G.C.M.G.
3398,"WRIGHT, SIR PAUL H.G.",K.C.M.G.
3399,"WRIGHT, SIR PAUL H.G.",O.B.E.
3400,"WRIGHT, SIR STEPHEN J.L.",K.C.M.G.
3401,"WRIGHT-BRUCE, Hon. SIR FREDERICK W.A.",G.C.B.
3402,"WYATT, ARTHUR H.",C.M.G.
3403,"WYATT, DAVID J.",C.B.E.
3404,"WYKE, Rt. Hon. SIR CHARLES L.",G.C.M.G.
3405,"WYKE, Rt. Hon. SIR CHARLES L.",K.C.B.
3406,"WYLDE, EVERARD W.",C.M.G.
3407,"WYLDE, WILLIAM H.",C.M.G.
3408,"WYLIE, SIR FRANCIS V.",G.C.I.E.
3409,"WYLIE, SIR FRANCIS V.",K.C.S.I.
3410,"WYNDHAM, SIR G. HUGH",K.C.M.G.
3411,"WYNDHAM, SIR G. HUGH",C.B.
3412,"WYNDHAM, SIR PERCY C.H.",K.C.M.G.
3413,"WYSE, SIR THOMAS",K.C.B.
3414,"YENCKEN, ARTHUR F.",C.M.G.
3415,"YOUDE, SIR EDWARD",G.C.M.G.
3416,"YOUDE, SIR EDWARD",G.C.V.O.
3417,"YOUDE, SIR EDWARD",M.B.E.
3418,"YOUNG, SIR C. ALBAN, Bt.",K.C.M.G.
3419,"YOUNG, SIR C. ALBAN, Bt.",M.V.O.
3420,"YOUNG, ERIC",O.B.E.
3421,"YOUNG, FRIEDA M.",O.B.E.
3422,"YOUNG, SIR GEORGE, Bt.",M.V.O.
3423,"YOUNG, SIR GEORGE P., Bt.",C.M.G.
