,persName,rolename
1474,"HERRIES, EDWARD",C.B.
1475,"HERTSLET, SIR E. CECIL",K.B.E.
1476,"HERTSLET, SIR EDWARD",K.C.B.
1477,"HERVEY, HENRY A.W.",C.B.
1478,"HERVEY, SIR ROGER B.R.",K.C.V.O.
1479,"HERVEY, SIR ROGER B.R.",C.M.G.
1480,"HERVEY, LORD WILLIAM",C.B.
1481,"HEWITT, GAVIN W.",C.M.G.
1482,"HEYN, ANDREW R.",O.B.E.
1483,"HIBBERT, SIR REGINALD A.",G.C.M.G.
1484,"HICKMAN, JOHN K.",C.M.G.
1485,"HICKSON, MICHAEL",L.V.O.
1486,"HILDYARD, SIR DAVID H.T.",K.C.M.G.
1487,"HILDYARD, SIR DAVID H.T.",D.F.C.
1488,"HILL, SIR CLEMENT L.",K.C.M.G.
1489,"HILL, SIR CLEMENT L.",C.B.
1490,"HILLER, GEORGE F.",C.M.G.
1491,"HILLER, GEORGE F.",D.S.O.
1492,"HILLIER-FRY, W. NORMAN",C.M.G.
1493,"HILSON, MALCOLM G.",O.B.E.
1494,"HIME, MARTIN",C.B.E.
1495,"HINCHCLIFFE, PETER R.M.",C.M.G.
1496,"HINCHCLIFFE, PETER R.M.",C.V.O.
1497,"HITCH, BRIAN",C.M.G.
1498,"HITCH, BRIAN",C.V.O.
1499,"HITCHENS, TIMOTHY M.",C.M.G.
1500,"HITCHENS, TIMOTHY M.",L.V.O.
1501,"HOARE, SIR REGINALD H.",K.C.M.G.
1502,"HOARE, Rt. Hon. SIR SAMUEL J.G., Bt.",G.C.S.I.
1503,"HOARE, Rt. Hon. SIR SAMUEL J.G., Bt.",G.B.E.
1504,"HOARE, Rt. Hon. SIR SAMUEL J.G., Bt.",C.M.G.
1505,"HOBDEN, REGINALD H.",D.F.C.
1506,"HOBSON, SIR HENRY A.",K.B.E.
1507,"HOCKENHULL, ARTHUR J.W.",O.B.E.
1508,"HODGE, SIR JAMES W.",K.C.V.O.
1509,"HODGE, SIR JAMES W.",C.M.G.
1510,"HODGE, MICHAEL",M.B.E.
1511,"HODGSON, SIR ROBERT M.",K.C.M.G.
1512,"HODGSON, SIR ROBERT M.",K.B.E.
1513,"HOGGARD, ROBIN R.",C.M.G.
1514,"HOGGER, HENRY G.",C.M.G.
1515,"HOGWOOD, SUSAN E.",M.B.E.
1516,"HOHLER, HENRY A.F.",C.M.G.
1517,"HOHLER, SIR THOMAS B.",K.C.M.G.
1518,"HOLE, EDWYN C.",C.B.E.
1519,"HOLLAND, EDWARD R.C.",O.B.E.
1520,"HOLLIDAY, LEONARD G.",C.M.G.
1521,"HOLLOWAY, MICHAEL J.",O.B.E.
1522,"HOLLOWAY, REGINALD E.",C.M.G.
1523,"HOLMAN, SIR ADRIAN",K.B.E.
1524,"HOLMAN, SIR ADRIAN",C.M.G.
1525,"HOLMAN, SIR ADRIAN",M.C.
1526,"HOLMER, PAUL C.H.",C.M.G.
1527,"HOLMES, SIR JOHN E.",G.C.V.O.
1528,"HOLMES, SIR JOHN E.",K.B.E.
1529,"HOLMES, SIR JOHN E.",C.M.G.
1530,"HOLMES, SIR STEPHEN L.",K.C.M.G.
1531,"HOLMES, SIR STEPHEN L.",M.C.
1532,"HOLT, DAME DENISE M.",D.C.M.G.
1533,"HOLT, Captain SIR VYVYAN",K.B.E.
1534,"HOLT, Captain SIR VYVYAN",C.M.G.
1535,"HOLT, Captain SIR VYVYAN",M.V.O.
1536,"HOLTBY, CHRISTOPHER B.",O.B.E.
1537,"HONE, MICHAEL S.",O.B.E.
1538,"HOOD, SAMUEL, 6th VISCOUNT",G.C.M.G.
1539,"HOOK, NEIL K.",M.V.O.
1540,"HOOPER, SIR ROBIN W.J.",K.C.M.G.
1541,"HOOPER, SIR ROBIN W.J.",D.S.O.
1542,"HOOPER, SIR ROBIN W.J.",D.F.C.
1543,"HOPE, SIR C. PETER",K.C.M.G.
1544,"HOPE, SIR C. PETER",T.D.
1545,"HOPE, LAURENCE F.",O.B.E.
1546,"HOPE, MARCUS L.H.",O.B.E.
1547,"HOPE-JONES, RONALD C.",C.M.G.
1548,"HOPKINS, EMMA K.",O.B.E.
1549,"HOPKINSON, HENRY L. d’A.",C.M.G.
1550,"HOPSON, SIR DONALD C.",K.C.M.G.
1551,"HOPSON, SIR DONALD C.",D.S.O.
1552,"HOPSON, SIR DONALD C.",M.C.
1553,"HOPSON, SIR DONALD C.",T.D.
1554,"HOPWOOD, CHARLES A.",C.B.
1555,"HORN, ALAN B.",C.V.O.
1556,"HORN, HELEN M.",M.B.E.
1557,"HORNE, MICHAEL J.",O.B.E.
1558,"HOUSSEMAYNE DU BOULAY, SIR ROGER",K.C.V.O.
1559,"HOUSSEMAYNE DU BOULAY, SIR ROGER",C.M.G.
1560,"HOUSTON-BOSWALL, SIR WILLIAM E.",K.C.M.G.
1561,"HOUSTON-BOSWALL, SIR WILLIAM E.",M.C.
1562,"HOWARD, SIR DOUGLAS F.",K.C.M.G.
1563,"HOWARD, SIR DOUGLAS F.",M.C.
1564,"HOWARD, Hon. EDMUND B.C.",C.M.G.
1565,"HOWARD, Hon. EDMUND B.C.",L.V.O.
1566,"HOWARD, Rt. Hon. SIR ESME W",G.C.B.
1567,"HOWARD, Rt. Hon. SIR ESME W",G.C.M.G.
1568,"HOWARD, Rt. Hon. SIR ESME W",C.V.O.
1569,"HOWARD, SIR HENRY",G.C.M.G.
1570,"HOWARD, SIR HENRY",K.C.B.
1571,"HOWARD, SIR HENRY F.",G.C.B.
1572,"HOWARD DE WALDEN, CHARLES, 6thLORD, and 2nd LORD SEAFORD",G.C.B.
1573,"HOWARD SMITH, CHARLES",C.M.G.
1574,"HOWDEN, JOHN, 2nd LORD",G.C.B.
1575,"HOWE, SIR ROBERT G.",G.B.E.
1576,"HOWE, SIR ROBERT G.",K.C.M.G.
1577,"HOWELL, MICHAEL E.",C.M.G.
1578,"HOWELL, MICHAEL E.",O.B.E.
1579,"HOWELL, WILLIAM G.R.",C.M.G.
1580,"HOWELL, WILLIAM G.R.",O.B.E.
1581,"HOYER MILLAR, SIR FREDERICK R. (DERICK)",G.C.M.G.
1582,"HOYER MILLAR, SIR FREDERICK R. (DERICK)",C.V.O.
1583,"HUDSON, SIR JAMES",G.C.B.
1584,"HUGH-JONES, SIR WYNN N., SIR HUGH JONES)",L.V.O.
1585,"HUGHES, ALBERT H.",O.B.E.
1586,"HUGHES, IAN N.",C.M.G.
1587,"HUGHES, JOHN T.",O.B.E.
1588,"HUGHES, PETER J.",O.B.E.
1589,"HUGHES-HALLETT, LESLIE",C.M.G.
1590,"HUGHES-HALLETT, LESLIE",O.B.E.
1591,"HUIJSMAN, NICOLAAS B.J.",C.M.G.
1592,"HULSE, CHRISTOPHER",C.M.G.
1593,"HULSE, CHRISTOPHER",O.B.E.
1594,"HUM, SIR CHRISTOPHER O.",K.C.M.G.
1595,"HUMFREY, CHARLES T.W.",C.M.G.
1596,"HUMPHRYS, Lieutenant-Colonel SIR FRANCIS H.",G.C.M.G.
1597,"HUMPHRYS, Lieutenant-Colonel SIR FRANCIS H.",G.C.V.O.
1598,"HUMPHRYS, Lieutenant-Colonel SIR FRANCIS H.",K.B.E.
1599,"HUMPHRYS, Lieutenant-Colonel SIR FRANCIS H.",C.I.E.
1600,"HUNT, ALAN C.",C.M.G.
1601,"HUNT, SIR DAVID W.S.",K.C.M.G.
1602,"HUNT, SIR DAVID W.S.",O.B.E.
1603,"HUNT, MARY E.",O.B.E.
1604,"HUNT, PETER L.",C.M.G.
1605,"HUNT, SIR REX M.",C.M.G.
1606,"HUNT, ROLAND C.C.",C.M.G.
1607,"HUNTER, SIR ALISTAIR J.",K.C.M.G.
1608,"HUNTER, JOHN M.",C.B.
1609,"HUNTER, JOHN M.",M.C.
1610,"HURRELL, SIR ANTHONY G.",K.C.V.O.
1611,"HURRELL, SIR ANTHONY G.",C.M.G.
1612,"HURRELL, IAN M.",L.V.O.
1613,"HURST, SIR CECIL J.B.",G.C.M.G.
1614,"HURST, SIR CECIL J.B.",K.C.B.
1615,"HURST, SIR CECIL J.B.",Q.C.
1616,"HURST, LEONARD H.",C.B.E.
1617,"HUTCHEON, SIR ALEXANDER B.",K.B.E.
1618,"HUTCHEON, SIR ALEXANDER B.",C.M.G.
1619,"HUTCHINSON, PATRICIA M.",C.M.G.
1620,"HUTCHISON, SIR JOHN C.",K.B.E.
1621,"HUTSON, JOHN W.",O.B.E.
1622,"HYSLOP, JAMES T.",O.B.E.
1623,"IBBOTT, ALEC",C.B.E.
1624,"ILLMAN, JOHN",C.M.G.
1625,"IMRAY, SIR COLIN H.",K.B.E.
1626,"IMRAY, SIR COLIN H.",C.M.G.
1627,"INGHAM, CHRISTOPHER J.",C.M.G.
1628,"INGLIS, SIR A. PERCY",M.V.O.
1629,"INGLIS, SIR A. PERCY",I.S.O.
1630,"INGRAM, E. MAURICE B.",C.M.G.
1631,"INGRAM, E. MAURICE B.",O.B.E.
1632,"IRVING, SIR STANLEY G.",K.B.E.
1633,"IRVING, SIR STANLEY G.",C.M.G.
1634,"ISAACSON, SIR ROBERT S.",K.B.E.
1635,"ISAACSON, SIR ROBERT S.",C.M.G.
1636,"JACK, STUART D.M.",C.V.O.
1637,"JACKLING, SIR ROGER W.",G.C.M.G.
1638,"JACKSON, FREDERICK H.",C.M.G.
1639,"JACKSON, FREDERICK H.",O.B.E.
1640,"JACKSON, SIR GEOFFREY H.S.",K.C.M.G.
1641,"JACKSON, G. NOEL",C.M.G.
1642,"JACKSON, G. NOEL",M.B.E.
1643,"JACKSON, SIR J. EDWARD",K.C.M.G.
1644,"JACKSON, R. MICHAEL.",C.V.O.
1645,"JAMES, SIR CYNLAIS M. (KENNETH)",K.C.M.G.
1646,"JAMES, SIR JEFFREY R.",K.B.E.
1647,"JAMES, SIR JEFFREY R.",C.M.G.
1648,"JAMES, Rt. Hon. SIR J. MORRICE C.",G.C.M.G.
1649,"JAMES, Rt. Hon. SIR J. MORRICE C.",C.V.O.
1650,"JAMES, Rt. Hon. SIR J. MORRICE C.",M.B.E.
1651,"JAMIESON, GEORGE",C.M.G.
1652,"JAMIESON, KENNETH D.",C.M.G.
1653,"JASPER, ROBIN L.D.",C.M.G.
1654,"JAY, SIR MICHAEL H.",G.C.M.G.
1655,"JEBB, SIR H.M. GLADWYN",G.C.M.G.
1656,"JEBB, SIR H.M. GLADWYN",G.C.V.O.
1657,"JEBB, SIR H.M. GLADWYN",C.B.
1658,"JENKINS, SIR JOHN",K.C.M.G.
1659,"JENKINS, SIR JOHN",L.V.O.
1660,"JENKINS, SIR MICHAEL R.H.",K.C.M.G.
1661,"JENKINS, PETER R.",C.M.G.
1662,"JENKINS, RICHARD T.",O.B.E.
1663,"JENKINSON, ERIC",C.V.O.
1664,"JENKINSON, ERIC",O.B.E.
1665,"JENNER, GEORGE F.B.",C.M.G.
1666,"JERMEY, DOMINIC J.R.",C.V.O.
1667,"JERMEY, DOMINIC J.R.",O.B.E.
1668,"JERNINGHAM, Hon. GEORGE S.S.",C.B.
1669,"JERRAM, SIR C. BERTRAND",K.C.M.G.
1670,"JEWKES, SIR GORDON W.",K.C.M.G.
1671,"JOCELYN, Hon. WILLIAM N.",C.B.
1672,"JOHNSON, DAVID J.",C.M.G.
1673,"JOHNSON, DAVID J.",C.V.O.
1674,"JOHNSON, SIR JOHN R.",K.C.M.G.
1675,"JOHNSTON, SIR CHARLES H.",G.C.M.G.
1676,"JOHNSTON, GORDON M.",O.B.E.
1677,"JOHNSTON, SIR HENRY H.",G.C.M.G.
1678,"JOHNSTON, SIR HENRY H.",K.C.B.
1679,"JOHNSTON, SIR JOHN B.",G.C.M.G.
1680,"JOHNSTON, SIR JOHN B.",K.C.V.O.
1681,"JOHNSTON, PATRICK M.",C.B.E.
1682,"JOHNSTONE, Hon. SIR ALAN V.",G.C.V.O.
1683,"JOHNSTONE, PETER",C.M.G.
1684,"JOINT, SIR E. JAMES",K.C.M.G.
1685,"JOINT, SIR E. JAMES",O.B.E.
1686,"JONES, BARRIE S.",L.V.O.
1687,"JONES, EDGAR S.",C.B.E.
1688,"JONES, RAYMOND F.",O.B.E.
1689,"JONES, WILFRED",C.M.G.
1690,"JONES PARRY, SIR EMYR",G.C.M.G.
1691,"JOPSON, SIR R. KEITH",K.C.M.G.
1692,"JOPSON, SIR R. KEITH",O.B.E.
1693,"JORDAN, Rt. Hon. SIR JOHN N.",G.C.M.G.
1694,"JORDAN, Rt. Hon. SIR JOHN N.",G.C.I.E.
1695,"JORDAN, Rt. Hon. SIR JOHN N.",K.C.B.
1696,"JOY, DAVID",C.B.E.
1697,"JOY, MICHAEL G.L.",C.M.G.
1698,"JOY, MICHAEL G.L.",M.C.
1699,"JOYCE, ALEC H.",C.I.E.
1700,"JOYCE, ALEC H.",C.B.E.
1701,"JOYCE, LUCY R.",O.B.E.
1702,"JUPP, CLIFFORD N.",C.M.G.
1703,"KAY, SIR NICHOLAS P.",K.C.M.G.
1704,"KAY, SYDNEY E.",C.B.E.
1705,"KEALY, ROBIN A.",C.M.G.
1706,"KEEBLE, SIR H.B. CURTIS",G.C.M.G.
1707,"KEEFE, DENIS E.P.P.",C.M.G.
1708,"KEENE, WILLIAM",M.V.O.
1709,"KELLAS, ARTHUR R.H.",C.M.G.
1710,"KELLY, SIR DAVID V.",G.C.M.G.
1711,"KELLY, SIR DAVID V.",M.C.
1712,"KELLY, PATRICIA M.",M.B.E.
1713,"KEMBALL, CHRISTOPHER G.",C.M.G.
1714,"KEMBALL, CHRISTOPHER G.",C.V.O.
1715,"KEMP, OLIVER",C.M.G.
1716,"KEMP, OLIVER",O.B.E.
1717,"KENNARD, SIR HOWARD W.",G.C.M.G.
1718,"KENNARD, SIR HOWARD W.",C.V.O.
1719,"KENNEDY, SIR CHARLES M.",K.C.M.G.
1720,"KENNEDY, SIR CHARLES M.",C.B.
1721,"KENNEDY, SIR FRANCIS",K.C.M.G.
1722,"KENNEDY, SIR FRANCIS",C.B.E.
1723,"KENNEDY, HORAS T.",O.B.E.
1724,"KENNEDY, SIR JOHN G.",K.C.M.G.
1725,"KENNEDY, SIR ROBERT J.",K.C.M.G.
1726,"KENNEDY, THOMAS J.",L.V.O.
1727,"KER, K.R. WELBORE",C.B.E.
1728,"KERMODE, SIR DERMOT W.",K.C.M.G.
1729,"KERR, Rt. Hon. SIR ARCHIBALD J.K. CLARK",G.C.M.G.
1730,"KERR, DESMOND M.",O.B.E.
1731,"KERR, SIR JOHN O.",G.C.M.G.
1732,"KEY, EDWARD E.",M.V.O.
1733,"KIDD, JOHN C.W. (MATTHEW)",C.M.G.
1734,"KIDSTON, GEORGE J.",C.M.G.
1735,"KILLEARN, Rt. Hon. MILES, 1st LORD",G.C.M.G.
1736,"KILLEARN, Rt. Hon. MILES, 1st LORD",C.B.
1737,"KILLEARN, Rt. Hon. MILES, 1st LORD",M.V.O.
1738,"KILLICK, SIR JOHN E.",G.C.M.G.
1739,"KILLICK, PAUL V. ST.J.",O.B.E.
1740,"KIMBER, GURTH",C.M.G.
1741,"KINCHEN, RICHARD",M.V.O.
1742,"KING, ALFRED H.",C.B.E.
1743,"KING, SIR ARTHUR H.W.",K.B.E.
1744,"KING, CECIL E.",C.M.G.
1745,"KING, HILARY W.",C.B.E.
1746,"KING, SIR JULIAN B.",K.C.V.O.
1747,"KING, SIR JULIAN B.",C.M.G.
1748,"KING, SIR NORMAN",K.C.M.G.
1749,"KINNEAR, IAN A.C. (TIM)",C.M.G.
1750,"KINOSHITA, SUSAN M.",O.B.E.
1751,"KIRCHNER, PETER J.",M.B.E.
1752,"KIRK, GEOFFREY W.",C.M.G.
1753,"KIRK, SIR JOHN",G.C.M.G.
1754,"KIRK, SIR JOHN",K.C.B.
1755,"KIRKBRIDE, SIR ALEC S.",K.C.M.G.
1756,"KIRKBRIDE, SIR ALEC S.",C.V.O.
1757,"KIRKBRIDE, SIR ALEC S.",O.B.E.
1758,"KIRKBRIDE, SIR ALEC S.",M.C.
1759,"KIRKPATRICK, SIR IVONE A.",G.C.B.
1760,"KIRKPATRICK, SIR IVONE A.",G.C.M.G.
1761,"KISCH, JOHN M.",C.M.G.
1762,"KITSON, SIR GEORGE V.",K.B.E.
1763,"KNATCHBULL-HUGESSEN, SIR HUGHE M.",K.C.M.G.
1764,"KNIGHT, WILLIAM L.C.",C.M.G.
1765,"KNOX, SIR GEOFFREY G.",K.C.M.G.
1766,"KNOX, SIR THOMAS G.",K.C.M.G.
1767,"KOPPEL, PERCY A.",C.M.G.
1768,"KOPPEL, PERCY A.",C.B.E.
1769,"LABOUCHERE, SIR GEORGE P",G.B.E.
1770,"LABOUCHERE, SIR GEORGE P",K.C.M.G.
1771,"LAING, CATRIONA W.C.",C.B.
1772,"LAIRD, EDGAR O. (MICHAEL)",C.M.G.
1773,"LAIRD, EDGAR O. (MICHAEL)",M.B.E.
1774,"LAITHWAITE, SIR J. GILBERT",G.C.M.G.
1775,"LAITHWAITE, SIR J. GILBERT",K.C.B.
1776,"LAITHWAITE, SIR J. GILBERT",K.C.I.E.
1777,"LAITHWAITE, SIR J. GILBERT",C.S.I.
1778,"LAMARQUE, WALTER G.",M.B.E.
1779,"LAMB, SIR ALBERT T. (ARCHIE)",K.B.E.
1780,"LAMB, SIR ALBERT T. (ARCHIE)",C.M.G.
1781,"LAMB, Rt. Hon. SIR FREDERICK J.",G.C.B.
1782,"LAMB, SIR HARRY HARLING",G.B.E.
1783,"LAMB, SIR HARRY HARLING",K.C.M.G.
1784,"LAMB, SIR LIONEL H.",K.C.M.G.
1785,"LAMBERT, SIR ANTHONY E.",K.C.M.G.
1786,"LAMBERT, SIR EDWARD T.",K.B.E.
1787,"LAMBERT, SIR EDWARD T.",C.V.O.
1788,"LAMBERT, SIR JOHN H.",K.C.V.O.
1789,"LAMBERT, SIR JOHN H.",C.M.G.
1790,"LAMING, RICHARD V.",C.B.E.
1791,"LANDSMAN, DAVID M.",O.B.E.
1792,"LANE, DAVID N.",C.M.G.
1793,"LANGLEY, SIR WALTER L.F.G.",K.C.M.G.
1794,"LANGLEY, SIR WALTER L.F.G.",C.B.
1795,"LANGRIDGE, RICHARD J.",C.V.O.
1796,"LARCOM, ARTHUR",C.B.
1797,"LARKINS, LAURENCE B.S.",C.M.G.
1798,"LARKINS, LAURENCE B.S.",O.B.E.
1799,"LARMOUR, SIR EDWARD N. (NICK)",K.C.M.G.
1800,"LASCELLES, SIR DANIEL W.",K.C.M.G.
1801,"LASCELLES, Rt. Hon. SIR FRANK C.",G.C.B.
1802,"LASCELLES, Rt. Hon. SIR FRANK C.",G.C.M.G.
1803,"LASCELLES, Rt. Hon. SIR FRANK C.",G.C.V.O.
1804,"LASKEY, SIR DENIS S.",K.C.M.G.
1805,"LASKEY, SIR DENIS S.",C.V.O.
1806,"LAURENCE, SIR PETER H.",K.C.M.G.
1807,"LAURENCE, SIR PETER H.",M.C.
1808,"LAVER, WILLIAM S.",C.B.E.
1809,"LAW, SIR W. ALGERNON",K.C.M.G.
1810,"LAW, SIR W. ALGERNON",C.B.
1811,"LAWFORD, VALENTINE G.",M.V.O.
1812,"LAYARD, Rt. Hon. Sir A. HENRY",G.C.B.
1813,"LAYARD, RAYMOND DE B. M.",C.M.G.
1814,"LAYDEN, ANTHONY M.",C.M.G.
1815,"LEADBITTER, JASPER M.",O.B.E.
1816,"LEAHY, SIR JOHN H.G.",K.C.M.G.
1817,"LE BRETON, DAVID F.B.",C.B.E.
1818,"LECHE, SIR JOHN H.",K.C.M.G.
1819,"LECHE, SIR JOHN H.",O.B.E.
1820,"LEDGER, CLAUDE K.",C.B.E.
1821,"LEDWARD, RICHARD T.D.",C.M.G.
1822,"LEDWIDGE, SIR W. BERNARD J.",K.C.M.G.
1823,"LEE, GEORGE R.",C.V.O.
1824,"LEE, GEORGE R.",C.B.E.
1825,"LEECH, SIR STEPHEN",K.C.M.G.
1826,"LEEPER, A.W. ALLEN",C.M.G.
1827,"LEEPER, SIR REGINALD W.A.",G.B.E.
1828,"LEEPER, SIR REGINALD W.A.",K.C.M.G.
1829,"LEISHMAN, FREDERICK J.",C.V.O.
1830,"LEISHMAN, FREDERICK J.",M.B.E.
1831,"le JEUNE D’ALLEGEERSHECQUE, SUSAN J.",C.M.G.
1832,"LE QUESNE, SIR C. MARTIN",K.C.M.G.
1833,"LE ROUGETEL, SIR JOHN H.",K.C.M.G.
1834,"LE ROUGETEL, SIR JOHN H.",M.C.
1835,"LESLIE, DAME A. MARIOT",D.C.M.G.
1836,"LESLIE, EDWARD H.J.",C.M.G.
1837,"LESLIE, EDWARD H.J.",M.V.O.
1838,"L’ESTRANGE, LAURENCE P.F.",O.B.E.
1839,"LE TOCQ, ERIC G.",C.M.G.
1840,"LEVER, SIR PAUL",K.C.M.G.
1841,"LEWEN, JOHN H.",C.M.G.
1842,"LEWIS, ANN W.",C.M.G.
1843,"LEWIS, ERNEST G. (TOBY)",C.M.G.
1844,"LEWIS, ERNEST G. (TOBY)",O.B.E.
1845,"LIESCHING, SIR PERCIVALE",G.C.M.G.
1846,"LIESCHING, SIR PERCIVALE",K.C.B.
1847,"LIESCHING, SIR PERCIVALE",K.C.V.O.
1848,"LILLIE, STEPHEN",C.M.G.
1849,"LINCOLN, SIR ANTHONY H.",K.C.M.G.
1850,"LINCOLN, SIR ANTHONY H.",C.V.O.
1851,"LINDLEY, Rt. Hon. SIR FRANCIS O.",G.C.M.G.
1852,"LINDLEY, Rt. Hon. SIR FRANCIS O.",C.B.
1853,"LINDLEY, Rt. Hon. SIR FRANCIS O.",C.B.E.
1854,"LINDSAY, IAIN F.",O.B.E.
1855,"LINDSAY, Rt. Hon. SIR RONALD C.",G.C.B.
1856,"LINDSAY, Rt. Hon. SIR RONALD C.",G.C.M.G.
1857,"LINDSAY, Rt. Hon. SIR RONALD C.",C.V.O.
1858,"LING, JEFFREY",C.M.G.
1859,"LINGEMAN, ERIC R.",C.B.E.
1860,"LINGHAM, Brigadier JOHN",C.B.
1861,"LINGHAM, Brigadier JOHN",D.S.O.
1862,"LINGHAM, Brigadier JOHN",M.C.
1863,"LINK, JOAN I.",L.V.O.
1864,"LINTON, ALAN H.S.",L.V.O.
1865,"LINTOTT, SIR HENRY",K.C.M.G.
1866,"LISTER, Hon. SIR REGINALD",K.C.M.G.
1867,"LISTER, Hon. SIR REGINALD",C.V.O.
1868,"LISTER, SIR T. VILLIERS",K.C.M.G.
1869,"LISTON, Rt. Hon. SIR ROBERT",G.C.B.
1870,"LITTLE, JOHN E.R.",O.B.E.
1871,"LIVINGSTON, HENRY B.",C.B.E.
1872,"LLEWELLYN, Rt. Hon. LORD OF STEEP",O.B.E.
1873,"LLEWELLYN-JONES, BENEDICT",O.B.E.
1874,"LLEWELLYN SMITH, SIR MICHAEL J.",K.C.V.O.
1875,"LLEWELLYN SMITH, SIR MICHAEL J.",C.M.G.
1876,"LLOYD, ANDREW",C.M.G.
1877,"LLOYD, ANDREW",M.B.E.
1878,"LLOYD, DAVID A.",O.B.E.
1879,"LLOYD, JOHN O.",C.B.E.
1880,"LLOYD THOMAS, HUGH",C.M.G.
1881,"LLOYD THOMAS, HUGH",C.V.O.
1882,"LOCKER, J.W.D.",O.B.E.
1883,"LOCKHART, STEPHEN A.",C.M.G.
1884,"LOCKTON, GUY P.",M.B.E.
1885,"LOFTUS, Rt. Hon. LORD AUGUSTUS W.F.S.",G.C.B.
1886,"LOGAN, SIR DAVID B.C.",K.C.M.G.
1887,"LOGAN, SIR DONALD A.",K.C.M.G.
1888,"LOMAS, ERNEST G.",O.B.E.
1889,"LOMAX, SIR JOHN G.",K.B.E.
1890,"LOMAX, SIR JOHN G.",C.M.G.
1891,"LOMAX, SIR JOHN G.",M.C.
1892,"LONDONDERRY, Lieutenant-General Rt. Hon. CHARLES, 3rd MARQUESS OF",K.G.
1893,"LONDONDERRY, Lieutenant-General Rt. Hon. CHARLES, 3rd MARQUESS OF",G.C.B.
1894,"LONG, CHRISTOPHER W.",C.M.G.
1895,"LONGRIGG, ANTHONY J.",C.M.G.
1896,"LONGWORTH, JOHN A.",C.B.
1897,"LONGWORTH, PETER",C.M.G.
1898,"LORAINE, Rt. Hon. SIR PERCY L., Bt.",G.C.M.G.
1899,"LOTHIAN, Rt. Hon. PHILIP, 11th MARQUESS OF",K.T.
1900,"LOTHIAN, Rt. Hon. PHILIP, 11th MARQUESS OF",C.H.
1901,"LOW, BRIAN B.",C.B.E.
1902,"LOWDON, JOHN",C.M.G.
1903,"LOWE, JOHN E.C.",L.V.O.
1904,"LOWE, JOHN E.C.",M.B.E.
1905,"LOWTHER, Rt. Hon. SIR GERARD A., Bt.",G.C.M.G.
1906,"LOWTHER, Rt. Hon. SIR GERARD A., Bt.",C.B.
1907,"LOWTHER, SIR H. CROFTON",G.C.V.O.
1908,"LOWTHER, SIR H. CROFTON",K.C.M.G.
1909,"LUCAS, Hon. IVOR T.M.",C.M.G.
1910,"LUCE, SIR WILLIAM H.T.",G.B.E.
1911,"LUCE, SIR WILLIAM H.T.",K.C.M.G.
1912,"LUMLEY, Rt. Hon. SIR JOHN",G.C.B.
1913,"LUSH, CHRISTOPHER D.",C.M.G.
1914,"LYALL, WILLIAM C.",M.B.E.
1915,"LYALL GRANT, SIR MARK J.",G.C.M.G.
1916,"LYNE, SIR RODERIC M.J.",K.B.E.
1917,"LYNE, SIR RODERIC M.J.",C.M.G.
1918,"LYONS, Admiral SIR EDMUND",G.C.B.
1919,"LYONS, RICHARD, 1st VISCOUNT",G.C.B.
1920,"LYONS, RICHARD, 1st VISCOUNT",G.C.M.G.
1921,"LYONS, RICHARD, 1st VISCOUNT",P.C.
1922,"LYTHGO, WILBUR R.",O.B.E.
1923,"MABY, A. CEDRIC",C.B.E.
1924,"MACAIRE, ROBERT N.P.",C.M.G.
1925,"MacDERMOT, SIR DERMOT F.",K.C.M.G.
1926,"MacDERMOT, SIR DERMOT F.",C.B.E.
1927,"MACDONALD, Rt. Hon. Sir CLAUDE M.",G.C.M.G.
1928,"MACDONALD, Rt. Hon. Sir CLAUDE M.",G.C.V.O.
1929,"MACDONALD, Rt. Hon. Sir CLAUDE M.",K.C.B.
1930,"MACDONALD, JOHN G.",C.B.E.
1931,"MACDONALD, Rt. Hon. MALCOLM J.",O.M.
1932,"MACDONELL, E. ERROL N.",C.M.G.
1933,"MACDONELL, Rt. Hon. SIR HUGH G.",G.C.M.G.
1934,"MACFARLANE, DONALD",C.B.E.
1935,"MACGLASHAN, MAUREEN E.",C.M.G.
1936,"MACGREGOR, EDWARD I.R.",C.M.G.
1937,"MACGREGOR, JOHN M.",C.V.O.
1938,"MACGREGOR, DAME JUDITH A.",D.C.M.G.
1939,"MACGREGOR, DAME JUDITH A.",L.V.O.
1940,"MACHTIG, SIR ERIC G.",G.C.M.G.
1941,"MACHTIG, SIR ERIC G.",K.C.B.
1942,"MACHTIG, SIR ERIC G.",O.B.E.
1943,"MACINTOSH, SARAH",C.M.G.
1944,"MACK, SIR W. HENRY B.",G.B.E.
1945,"MACK, SIR W. HENRY B.",K.C.M.G.
1946,"MACKENZIE, ARCHIBALD R.K.",C.B.E.
1947,"MACKENZIE, IAN C.",C.B.E.
1948,"MACKENZIE, KENNETH E.",C.M.G.
1949,"MACKENZIE JOHNSTON, HENRY B.",C.B.
1950,"MACKERETH, SIR GILBERT",K.C.M.G.
1951,"MACKERETH, SIR GILBERT",M.C.
1952,"MACKIE, SIR HORATIO G.A.",C.B.E.
1953,"MACKILLIGIN, DAVID P.R.",C.M.G.
1954,"MACKILLOP, DOUGLAS",C.M.G.
1955,"MACKINTOSH, SIR ANGUS M.",K.C.V.O.
1956,"MACKINTOSH, SIR ANGUS M.",C.M.G.
1957,"MACKLEY, IAN W.",C.M.G.
